TIER,Timestamp,Timeframe,Session,POI Type,Level,Level Price,Level Dist (%),Event,Previous Candle,Delta total,avg delta,Delta,Delta change (x),Avg OI change,Current OI change,OI change,Liq,MFE (%),MAE (%),RR,MFE to Trigger,Outcome
B,2025-09-29T17:55:00.000Z,5,NY,Monday High,Breakout,50,11.673722515570056,11.673722515570056,356.54399999998645,4.715133213592325,73.1577481062916,-134.40600000000268,-1.8372079988673637,688.7099587356823,,,,,
B,2025-09-29T19:55:00.000Z,5,NY,Monday High,Breakout,50,29.796636409126187,29.796636409126187,136.67299999999304,1.986237180243687,39.331125033429565,-125.14700000001176,-3.1818820309269777,75984.30092858306,,,,,
B,2025-09-29T20:00:00.000Z,15,NY,Monday High,Breakout,50,38.156178196833906,38.156178196833906,402.1829999999587,3.467311786774977,103.36912841002179,-161.02300000000105,-1.5577474868636856,81790.09803276806,,,,,
B,2025-09-30T00:50:00.000Z,5,Asia,Monday High,Breakout,50,-10.563143259638577,-10.563143259638577,164.55699999999808,3.8898261173433712,40.1806106650599,-132.59900000000198,-3.3000742847173026,448264.1841913082,,,,,
S,2025-09-30T01:00:00.000Z,15,Asia,Monday High,Breakout,50,4.615312166289978,4.615312166289978,919.1639999997975,9.31936499333773,84.73598611767001,-487.33899999999267,-5.751263687699833,144055.78029390483,,,,,
A,2025-09-30T01:00:00.000Z,30,Asia,Monday High,Breakout,50,20.420658414066235,20.420658414066235,954.1509999997081,5.677085498587489,124.60336689688454,-461.1649999999936,-3.7010637150890995,122682.62730641797,,,,,
S,2025-09-30T05:25:00.000Z,5,Asia,Monday High,Breakdown,50,-5.822883910938249,-5.822883910938249,-192.7739999999933,6.214051963580743,29.397195620867127,-125.63799999999173,-4.273809026559309,0,,,,,
B,2025-09-30T06:15:00.000Z,15,Asia,Monday High,Breakout,50,-4.090012679455027,-4.090012679455027,456.2839999999557,4.971782354762617,84.89731580581892,-328.5929999999935,-3.87047572565859,144.09824197834104,,,,,
B,2025-09-30T07:00:00.000Z,5,London,Monday High,Breakdown,50,11.995022260786424,11.995022260786424,-243.28199999999435,5.059072656196038,36.72726920063071,77.72299999999814,2.1162205002342898,0,,,,,
A,2025-09-30T10:00:00.000Z,30,London,Monday Open,Breakdown,50,-15.663416397771353,-15.663416397771353,-1065.4579999997773,6.040494330809689,115.52385418672506,-290.2079999999987,-2.512104552285157,38095.55820638997,,,,,
