TIER,Timestamp,Timeframe,Session,POI Type,Event,Previous Candle,Delta total,avg delta,Delta,Delta change (x),Avg OI change,Current OI change,OI change,Liq,MFE (%),MAE (%),RR,MFE to Trigger,Outcome
B,2025-09-17T02:50:00.000Z,5,Asia,,Breakdown,50,1.575082370635375,1.575082370635375,-62.35200000000154,2.472227699559633,20.578261310527033,62.9490000000078,62.9490000000078,279.59179299093466,,,,,
S,2025-09-17T02:55:00.000Z,5,Asia,,Breakout,50,-0.9318620360562684,-0.9318620360562684,224.83099999997955,8.427866252167847,22.239858906192946,-243.8969999999972,-243.8969999999972,87577.76448750102,,,,,
B,2025-09-17T03:00:00.000Z,15,Asia,,Breakout,50,-7.894000154682852,-7.894000154682852,145.08100000004652,2.2334188942127517,58.41190037826764,-126.49499999999534,-126.49499999999534,61614.1353365198,,,,,
B,2025-09-17T03:35:00.000Z,5,Asia,,Breakout,50,-1.5201957241639503,-1.5201957241639503,83.14200000000002,2.330172857926851,29.289202071690934,-91.62099999999919,-91.62099999999919,0,,,,,
A,2025-09-17T04:00:00.000Z,5,Asia,,Breakdown,50,0.36979688643147285,0.36979688643147285,-123.3589999999912,3.5472839807229435,29.00299127341307,-263.0500000000029,-263.0500000000029,4190.575616606096,,,,,
B,2025-09-17T04:55:00.000Z,5,Asia,,Breakout,50,-13.299234909102722,-13.299234909102722,155.09999999999457,4.2620336630765046,35.509673358954124,-88.07399999999325,-88.07399999999325,11049.923450079501,,,,,
B,2025-09-17T05:00:00.000Z,15,Asia,,Breakout,50,-18.383043816991904,-18.383043816991904,183.04999999996159,2.578219215792961,62.691780866282706,-264.6609999999928,-264.6609999999928,177105.29945681817,,,,,
B,2025-09-17T05:05:00.000Z,5,Asia,,Breakout,50,-2.4390553697639428,-2.4390553697639428,159.418999999988,3.6706780662205762,40.58458736441689,-149.1200000000099,-149.1200000000099,0,,,,,
A,2025-09-17T05:15:00.000Z,15,Asia,,Breakout,50,-10.48370876534667,-10.48370876534667,210.40399999996356,2.790770864282969,70.612142400938,-207.166000000012,-207.166000000012,0,,,,,
S,2025-09-17T05:20:00.000Z,5,Asia,,Breakout,50,5.461058347110644,5.461058347110644,182.10299999999054,3.6716012831765243,48.81309350729508,-229.0179999999964,-229.0179999999964,0,,,,,
B,2025-09-17T05:30:00.000Z,30,Asia,,Breakout,50,-20.13701850732726,-20.13701850732726,367.47499999996217,2.8463342463530967,114.62913984169461,-418.099000000002,-418.099000000002,204.42532442117135,,,,,
B,2025-09-17T05:30:00.000Z,15,Asia,,Breakout,50,-1.821445676510974,-1.821445676510974,157.07099999998866,1.9466621036523934,75.96719564011737,-210.93299999999,-210.93299999999,484.01245854157384,,,,,
B,2025-09-17T05:35:00.000Z,5,Asia,,Breakdown,50,10.48057983339118,10.48057983339118,-175.71099999998827,3.4094984985809313,52.29202928013942,188.83800000000338,188.83800000000338,0,,,,,
S,2025-09-17T05:50:00.000Z,5,Asia,,Breakout,50,3.2196390439476197,3.2196390439476197,646.2100000000248,11.582138744634142,56.07819243563343,-329.7299999999959,-329.7299999999959,30569.44122958739,,,,,
S,2025-09-17T06:00:00.000Z,15,Asia,,Breakout,50,-2.286943125452198,-2.286943125452198,742.0919999998257,8.537176946547367,83.15864003534027,-562.2010000000009,-562.2010000000009,35824.97868391288,,,,,
S,2025-09-17T06:00:00.000Z,30,Asia,,Breakout,50,-4.93654719331591,-4.93654719331591,575.7390000000491,4.158386108846082,126.52991867143216,-432.52500000000873,-432.52500000000873,31648.769476484416,,,,,
A,2025-09-17T08:35:00.000Z,5,London,,Breakdown,50,-11.678778056777901,-11.678778056777901,-139.54000000007017,2.542977149271574,55.8958893598999,-717.4959999999992,-717.4959999999992,99.05290005344561,,,,,
S,2025-09-17T08:45:00.000Z,15,London,,Breakout,50,-7.03455372582221,-7.03455372582221,337.8229999999554,3.09760227923829,107.27871270074397,-511.0920000000042,-511.0920000000042,398.5093996289518,,,,,
B,2025-09-17T08:45:00.000Z,5,London,,Breakout,50,-6.461337990901033,-6.461337990901033,233.14999999998702,3.5602007192636416,79.19483519920018,192.0399999999936,192.0399999999936,0,,,,,
B,2025-09-17T09:00:00.000Z,30,London,,Breakout,50,-11.956676150691708,-11.956676150691708,580.5579999997899,3.546006213587273,150.49254655756474,-347.19400000000314,-347.19400000000314,392.00889970605914,,,,,
