TIER,Timestamp,Timeframe,Session,POI Type,Event,Previous Candle,Delta total,avg delta,Delta,Delta change (x),OI change,Liq,MFE (%),MAE (%),RR,MFE to Trigger,Outcome
B,2025-09-13T08:40:00.000Z,5,London,,Breakout,50,14.408128593967406,14.408128593967406,50.70100000000053,1.6401264575680892,17.549045676358936,-38.89100000000326,-38.89100000000326,14647.832265254738,,,,,
S,2025-09-13T09:05:00.000Z,5,London,,Breakout,50,12.072068774215495,12.072068774215495,232.28099999998818,7.912248835264622,20.73845827745467,229.0899999999965,229.0899999999965,0,,,,,
B,2025-09-13T09:15:00.000Z,15,London,,Breakout,23,31.74681414380713,31.74681414380713,182.1429999999786,3.0686437054946674,49.49363505937658,219.58800000000338,219.58800000000338,2468.1684731857954,,,,,
S,2025-09-13T10:15:00.000Z,5,London,,Breakout,50,18.50959574258201,18.50959574258201,261.4079999999766,8.1220444516918,29.62502947282386,-214.07099999999627,-214.07099999999627,0,,,,,
A,2025-09-13T10:15:00.000Z,15,London,,Breakout,27,47.37825847537126,47.37825847537126,301.0869999999625,4.301264063443538,68.59948750367208,-200.13700000000244,-200.13700000000244,429.6340076613779,,,,,
B,2025-09-13T12:45:00.000Z,5,London,,Breakout,50,15.540071246035312,15.540071246035312,117.89600000000159,4.463916178606633,20.764116580045872,-35.177999999999884,-35.177999999999884,0,,,,,
S,2025-09-13T13:55:00.000Z,5,NY,,Breakdown,50,5.112077145154812,5.112077145154812,-250.93299999997524,9.34144894701711,17.517236013035962,-151.05800000000454,-151.05800000000454,31282.976356567848,,,,,
A,2025-09-13T14:05:00.000Z,5,NY,,Breakout,50,-3.9840472027992444,-3.9840472027992444,78.8209999999936,2.2518381870380204,27.07969229807746,-151.8859999999986,-151.8859999999986,0,,,,,
B,2025-09-13T14:20:00.000Z,5,NY,,Breakout,50,-3.0636247096679665,-3.0636247096679665,106.29799999999607,2.929839209824671,33.16529319173262,67.7280000000028,67.7280000000028,0,,,,,
B,2025-09-13T14:30:00.000Z,30,NY,,Breakout,25,36.05809335970525,36.05809335970525,189.60900000001743,1.8173154828244948,62.739459874884076,-231.1640000000043,-231.1640000000043,8.690944550172155,,,,,
B,2025-09-13T15:35:00.000Z,5,NY,,Breakdown,50,4.63410451707866,4.63410451707866,-127.67800000000236,4.133896319644527,24.913019394092174,-58.80999999999767,-58.80999999999767,256.6558137460379,,,,,
B,2025-09-13T15:45:00.000Z,5,NY,,Breakout,50,-0.21375819088595543,-0.21375819088595543,67.26599999999941,1.99955685875822,25.364300486434203,107.04099999999744,107.04099999999744,941.5142753729896,,,,,
S,2025-09-13T16:25:00.000Z,5,NY,,Breakdown,50,-5.090747509559753,-5.090747509559753,-413.8319999999652,12.565495594071866,26.372350921530714,-332.16599999999744,-332.16599999999744,3674.955825871374,,,,,
S,2025-09-13T16:30:00.000Z,15,NY,,Breakdown,50,15.569701291257084,15.569701291257084,-513.7549999999662,9.049636183910334,42.87464937421128,-378.0119999999879,-378.0119999999879,2945.244307342286,,,,,
S,2025-09-13T16:30:00.000Z,30,NY,,Breakdown,30,35.87626740194541,35.87626740194541,-579.72099999997,6.310666192399396,60.714463353413215,-411.04999999998836,-411.04999999998836,2507.664421403912,,,,,
S,2025-09-13T16:45:00.000Z,5,NY,,Breakdown,50,-16.017382818019687,-16.017382818019687,-1445.907999999961,26.99404294320043,37.77514231443972,-468.5749999999971,-468.5749999999971,66740.36117245881,,,,,
S,2025-09-13T16:45:00.000Z,15,NY,,Breakdown,50,-5.188130131928142,-5.188130131928142,-1384.8749999999825,18.54120685632462,56.01729057522213,-511.14800000000105,-511.14800000000105,55184.12449764051,,,,,
